05-Feb-26 14:00:23 - Created loss log file ./logs/loss_log_20260205140023_.npy.npz
05-Feb-26 14:00:33 - Estimated training samples: 26786650
05-Feb-26 14:00:33 - Total training steps per epoch (estimated): 83708
05-Feb-26 14:00:34 - Loading weights from: weights/model_weights20260204165247.pth
05-Feb-26 14:00:34 - Weights loaded successfully. Resuming training.
05-Feb-26 14:00:34 - Running without torch.compile (more stable for training).
05-Feb-26 14:00:34 - Training model...
05-Feb-26 14:00:40 - Features shape: torch.Size([320, 4])
05-Feb-26 14:00:40 - Elevation shape: torch.Size([320, 750])
05-Feb-26 14:00:40 - Targets shape: torch.Size([320])
05-Feb-26 14:00:40 - Mask shape: torch.Size([320, 750])
05-Feb-26 14:00:40 - Preds shape: torch.Size([320])
05-Feb-26 14:00:42 - [Epoch=1 | Step=10/83708 | Samples=3200] loss=4.5720
05-Feb-26 14:47:12 - [Epoch=1 | Step=4940/83708 | Samples=1580800] loss=5.8228
05-Feb-26 14:47:12 - ---------Epoch 01 | Training samples: 1580800 | Average Loss: 4.7219
05-Feb-26 14:47:14 - [Epoch=1 | Step=4950/83708 | Samples=1584000] loss=2.3083
05-Feb-26 14:47:14 - ---------Epoch 01 | Training samples: 1584000 | Average Loss: 4.7187
05-Feb-26 14:47:16 - [Epoch=1 | Step=4960/83708 | Samples=1587200] loss=6.1806
05-Feb-26 14:47:16 - ---------Epoch 01 | Training samples: 1587200 | Average Loss: 4.7168
05-Feb-26 14:47:18 - [Epoch=1 | Step=4970/83708 | Samples=1590400] loss=1.7877
05-Feb-26 14:47:18 - ---------Epoch 01 | Training samples: 1590400 | Average Loss: 4.7141
05-Feb-26 14:47:20 - [Epoch=1 | Step=4980/83708 | Samples=1593600] loss=6.5747
05-Feb-26 14:47:20 - ---------Epoch 01 | Training samples: 1593600 | Average Loss: 4.7118
05-Feb-26 14:47:22 - [Epoch=1 | Step=4990/83708 | Samples=1596800] loss=1.5621
05-Feb-26 14:47:23 - ---------Epoch 01 | Training samples: 1596800 | Average Loss: 4.7089
05-Feb-26 14:47:25 - [Epoch=1 | Step=5000/83708 | Samples=1600000] loss=6.1897
05-Feb-26 14:47:25 - ---------Epoch 01 | Training samples: 1600000 | Average Loss: 4.7066
05-Feb-26 14:50:16 - ---------Validation | Average Validation: 6.6564
05-Feb-26 14:50:16 - ---------Validation | Overestimation (>3dB): 330
05-Feb-26 14:50:16 - ---------Validation | Underestimation (<-3dB): 485
05-Feb-26 14:50:18 - [Epoch=1 | Step=5010/83708 | Samples=1603200] loss=1.4180
05-Feb-26 14:50:19 - ---------Epoch 01 | Training samples: 1603200 | Average Loss: 4.7033
05-Feb-26 14:50:21 - [Epoch=1 | Step=5020/83708 | Samples=1606400] loss=5.8611
05-Feb-26 14:50:21 - ---------Epoch 01 | Training samples: 1606400 | Average Loss: 4.7010
05-Feb-26 14:50:24 - [Epoch=1 | Step=5030/83708 | Samples=1609600] loss=0.9798
05-Feb-26 14:50:24 - ---------Epoch 01 | Training samples: 1609600 | Average Loss: 4.6975
05-Feb-26 14:50:26 - [Epoch=1 | Step=5040/83708 | Samples=1612800] loss=4.9870
05-Feb-26 14:50:26 - ---------Epoch 01 | Training samples: 1612800 | Average Loss: 4.6948
05-Feb-26 14:50:28 - [Epoch=1 | Step=5050/83708 | Samples=1616000] loss=1.7175
05-Feb-26 14:50:28 - ---------Epoch 01 | Training samples: 1616000 | Average Loss: 4.6914
05-Feb-26 14:50:32 - [Epoch=1 | Step=5060/83708 | Samples=1619200] loss=5.6636
05-Feb-26 14:50:32 - ---------Epoch 01 | Training samples: 1619200 | Average Loss: 4.6889
05-Feb-26 14:50:34 - [Epoch=1 | Step=5070/83708 | Samples=1622400] loss=2.5848
05-Feb-26 14:50:34 - ---------Epoch 01 | Training samples: 1622400 | Average Loss: 4.6862
05-Feb-26 14:50:37 - [Epoch=1 | Step=5080/83708 | Samples=1625600] loss=6.3467
05-Feb-26 14:50:37 - ---------Epoch 01 | Training samples: 1625600 | Average Loss: 4.6841
05-Feb-26 14:50:39 - [Epoch=1 | Step=5090/83708 | Samples=1628800] loss=2.6729
05-Feb-26 14:50:39 - ---------Epoch 01 | Training samples: 1628800 | Average Loss: 4.6816
05-Feb-26 14:50:41 - [Epoch=1 | Step=5100/83708 | Samples=1632000] loss=7.7944
05-Feb-26 14:50:41 - ---------Epoch 01 | Training samples: 1632000 | Average Loss: 4.6800
05-Feb-26 14:50:43 - [Epoch=1 | Step=5110/83708 | Samples=1635200] loss=1.9638
05-Feb-26 14:50:43 - ---------Epoch 01 | Training samples: 1635200 | Average Loss: 4.6767
05-Feb-26 14:50:45 - [Epoch=1 | Step=5120/83708 | Samples=1638400] loss=6.3780
05-Feb-26 14:50:45 - ---------Epoch 01 | Training samples: 1638400 | Average Loss: 4.6749
05-Feb-26 14:50:47 - [Epoch=1 | Step=5130/83708 | Samples=1641600] loss=1.8125
05-Feb-26 14:50:47 - ---------Epoch 01 | Training samples: 1641600 | Average Loss: 4.6719
05-Feb-26 14:50:49 - [Epoch=1 | Step=5140/83708 | Samples=1644800] loss=7.3019
05-Feb-26 14:50:49 - ---------Epoch 01 | Training samples: 1644800 | Average Loss: 4.6703
05-Feb-26 14:50:51 - [Epoch=1 | Step=5150/83708 | Samples=1648000] loss=2.0646
05-Feb-26 14:50:51 - ---------Epoch 01 | Training samples: 1648000 | Average Loss: 4.6677
05-Feb-26 14:50:53 - [Epoch=1 | Step=5160/83708 | Samples=1651200] loss=6.1508
05-Feb-26 14:50:53 - ---------Epoch 01 | Training samples: 1651200 | Average Loss: 4.6654
05-Feb-26 14:50:55 - [Epoch=1 | Step=5170/83708 | Samples=1654400] loss=2.3118
05-Feb-26 14:50:55 - ---------Epoch 01 | Training samples: 1654400 | Average Loss: 4.6621
05-Feb-26 14:50:58 - [Epoch=1 | Step=5180/83708 | Samples=1657600] loss=5.6607
05-Feb-26 14:50:58 - ---------Epoch 01 | Training samples: 1657600 | Average Loss: 4.6602
05-Feb-26 14:51:01 - [Epoch=1 | Step=5190/83708 | Samples=1660800] loss=1.8167
05-Feb-26 14:51:01 - ---------Epoch 01 | Training samples: 1660800 | Average Loss: 4.6570
05-Feb-26 14:51:04 - [Epoch=1 | Step=5200/83708 | Samples=1664000] loss=5.8013
05-Feb-26 14:51:04 - ---------Epoch 01 | Training samples: 1664000 | Average Loss: 4.6548
05-Feb-26 14:51:06 - [Epoch=1 | Step=5210/83708 | Samples=1667200] loss=1.6234
05-Feb-26 14:51:06 - ---------Epoch 01 | Training samples: 1667200 | Average Loss: 4.6513
05-Feb-26 14:51:08 - [Epoch=1 | Step=5220/83708 | Samples=1670400] loss=6.0653
05-Feb-26 14:51:08 - ---------Epoch 01 | Training samples: 1670400 | Average Loss: 4.6498
05-Feb-26 14:51:10 - [Epoch=1 | Step=5230/83708 | Samples=1673600] loss=1.5434
05-Feb-26 14:51:10 - ---------Epoch 01 | Training samples: 1673600 | Average Loss: 4.6470
05-Feb-26 14:51:12 - [Epoch=1 | Step=5240/83708 | Samples=1676800] loss=7.1893
05-Feb-26 14:51:12 - ---------Epoch 01 | Training samples: 1676800 | Average Loss: 4.6453
05-Feb-26 14:51:14 - [Epoch=1 | Step=5250/83708 | Samples=1680000] loss=1.4133
05-Feb-26 14:51:14 - ---------Epoch 01 | Training samples: 1680000 | Average Loss: 4.6434
05-Feb-26 14:51:16 - [Epoch=1 | Step=5260/83708 | Samples=1683200] loss=6.3108
05-Feb-26 14:51:16 - ---------Epoch 01 | Training samples: 1683200 | Average Loss: 4.6420
05-Feb-26 14:51:18 - [Epoch=1 | Step=5270/83708 | Samples=1686400] loss=1.0344
05-Feb-26 14:51:18 - ---------Epoch 01 | Training samples: 1686400 | Average Loss: 4.6386
05-Feb-26 14:51:20 - [Epoch=1 | Step=5280/83708 | Samples=1689600] loss=6.4783
05-Feb-26 14:51:20 - ---------Epoch 01 | Training samples: 1689600 | Average Loss: 4.6366
05-Feb-26 14:51:22 - [Epoch=1 | Step=5290/83708 | Samples=1692800] loss=1.0886
05-Feb-26 14:51:22 - ---------Epoch 01 | Training samples: 1692800 | Average Loss: 4.6330
05-Feb-26 14:51:24 - [Epoch=1 | Step=5300/83708 | Samples=1696000] loss=6.6798
05-Feb-26 14:51:24 - ---------Epoch 01 | Training samples: 1696000 | Average Loss: 4.6306
05-Feb-26 14:51:27 - [Epoch=1 | Step=5310/83708 | Samples=1699200] loss=1.0333
05-Feb-26 14:51:27 - ---------Epoch 01 | Training samples: 1699200 | Average Loss: 4.6276
05-Feb-26 14:51:29 - [Epoch=1 | Step=5320/83708 | Samples=1702400] loss=8.4267
05-Feb-26 14:51:29 - ---------Epoch 01 | Training samples: 1702400 | Average Loss: 4.6266
05-Feb-26 14:51:31 - [Epoch=1 | Step=5330/83708 | Samples=1705600] loss=1.4551
05-Feb-26 14:51:32 - ---------Epoch 01 | Training samples: 1705600 | Average Loss: 4.6242
05-Feb-26 14:51:35 - [Epoch=1 | Step=5340/83708 | Samples=1708800] loss=8.6018
05-Feb-26 14:51:35 - ---------Epoch 01 | Training samples: 1708800 | Average Loss: 4.6236
05-Feb-26 14:51:37 - [Epoch=1 | Step=5350/83708 | Samples=1712000] loss=1.5648
05-Feb-26 14:51:37 - ---------Epoch 01 | Training samples: 1712000 | Average Loss: 4.6212
05-Feb-26 14:51:39 - [Epoch=1 | Step=5360/83708 | Samples=1715200] loss=7.2496
05-Feb-26 14:51:39 - ---------Epoch 01 | Training samples: 1715200 | Average Loss: 4.6200
05-Feb-26 14:51:41 - [Epoch=1 | Step=5370/83708 | Samples=1718400] loss=1.4598
05-Feb-26 14:51:41 - ---------Epoch 01 | Training samples: 1718400 | Average Loss: 4.6171
05-Feb-26 14:51:44 - [Epoch=1 | Step=5380/83708 | Samples=1721600] loss=6.8278
05-Feb-26 14:51:44 - ---------Epoch 01 | Training samples: 1721600 | Average Loss: 4.6151
05-Feb-26 14:51:46 - [Epoch=1 | Step=5390/83708 | Samples=1724800] loss=5.0532
05-Feb-26 14:51:46 - ---------Epoch 01 | Training samples: 1724800 | Average Loss: 4.6129
05-Feb-26 14:51:48 - [Epoch=1 | Step=5400/83708 | Samples=1728000] loss=6.9241
05-Feb-26 14:51:48 - ---------Epoch 01 | Training samples: 1728000 | Average Loss: 4.6117
05-Feb-26 14:51:52 - [Epoch=1 | Step=5410/83708 | Samples=1731200] loss=3.1328
05-Feb-26 14:51:52 - ---------Epoch 01 | Training samples: 1731200 | Average Loss: 4.6093
05-Feb-26 14:51:54 - [Epoch=1 | Step=5420/83708 | Samples=1734400] loss=5.9076
05-Feb-26 14:51:54 - ---------Epoch 01 | Training samples: 1734400 | Average Loss: 4.6074
05-Feb-26 14:51:56 - [Epoch=1 | Step=5430/83708 | Samples=1737600] loss=1.9090
05-Feb-26 14:51:57 - ---------Epoch 01 | Training samples: 1737600 | Average Loss: 4.6045
05-Feb-26 14:51:59 - [Epoch=1 | Step=5440/83708 | Samples=1740800] loss=5.1268
05-Feb-26 14:51:59 - ---------Epoch 01 | Training samples: 1740800 | Average Loss: 4.6027
05-Feb-26 14:52:01 - [Epoch=1 | Step=5450/83708 | Samples=1744000] loss=2.4145
05-Feb-26 14:52:01 - ---------Epoch 01 | Training samples: 1744000 | Average Loss: 4.5996
05-Feb-26 14:52:04 - [Epoch=1 | Step=5460/83708 | Samples=1747200] loss=4.4406
05-Feb-26 14:52:04 - ---------Epoch 01 | Training samples: 1747200 | Average Loss: 4.5976
05-Feb-26 14:52:06 - [Epoch=1 | Step=5470/83708 | Samples=1750400] loss=1.7858
05-Feb-26 14:52:06 - ---------Epoch 01 | Training samples: 1750400 | Average Loss: 4.5944
05-Feb-26 14:52:08 - [Epoch=1 | Step=5480/83708 | Samples=1753600] loss=6.3263
05-Feb-26 14:52:08 - ---------Epoch 01 | Training samples: 1753600 | Average Loss: 4.5922
05-Feb-26 14:52:10 - [Epoch=1 | Step=5490/83708 | Samples=1756800] loss=1.8812
05-Feb-26 14:52:10 - ---------Epoch 01 | Training samples: 1756800 | Average Loss: 4.5888
05-Feb-26 14:52:12 - [Epoch=1 | Step=5500/83708 | Samples=1760000] loss=5.3793
05-Feb-26 14:52:12 - ---------Epoch 01 | Training samples: 1760000 | Average Loss: 4.5868
05-Feb-26 14:55:04 - ---------Validation | Average Validation: 6.3383
05-Feb-26 14:55:04 - ---------Validation | Overestimation (>3dB): 409
05-Feb-26 14:55:04 - ---------Validation | Underestimation (<-3dB): 375
05-Feb-26 14:55:06 - [Epoch=1 | Step=5510/83708 | Samples=1763200] loss=1.9821
05-Feb-26 14:55:06 - ---------Epoch 01 | Training samples: 1763200 | Average Loss: 4.5832
05-Feb-26 14:55:08 - [Epoch=1 | Step=5520/83708 | Samples=1766400] loss=4.5311
05-Feb-26 14:55:08 - ---------Epoch 01 | Training samples: 1766400 | Average Loss: 4.5803
05-Feb-26 14:55:10 - [Epoch=1 | Step=5530/83708 | Samples=1769600] loss=2.1199
05-Feb-26 14:55:10 - ---------Epoch 01 | Training samples: 1769600 | Average Loss: 4.5769
05-Feb-26 14:55:12 - [Epoch=1 | Step=5540/83708 | Samples=1772800] loss=5.5248
05-Feb-26 14:55:12 - ---------Epoch 01 | Training samples: 1772800 | Average Loss: 4.5740
05-Feb-26 14:55:15 - [Epoch=1 | Step=5550/83708 | Samples=1776000] loss=1.9766
05-Feb-26 14:55:15 - ---------Epoch 01 | Training samples: 1776000 | Average Loss: 4.5702
05-Feb-26 14:55:17 - [Epoch=1 | Step=5560/83708 | Samples=1779200] loss=6.4227
05-Feb-26 14:55:17 - ---------Epoch 01 | Training samples: 1779200 | Average Loss: 4.5674
05-Feb-26 14:55:19 - [Epoch=1 | Step=5570/83708 | Samples=1782400] loss=2.1198
05-Feb-26 14:55:19 - ---------Epoch 01 | Training samples: 1782400 | Average Loss: 4.5638
05-Feb-26 14:55:22 - [Epoch=1 | Step=5580/83708 | Samples=1785600] loss=4.9364
05-Feb-26 14:55:22 - ---------Epoch 01 | Training samples: 1785600 | Average Loss: 4.5608
05-Feb-26 14:55:24 - [Epoch=1 | Step=5590/83708 | Samples=1788800] loss=1.4053
05-Feb-26 14:55:24 - ---------Epoch 01 | Training samples: 1788800 | Average Loss: 4.5570
05-Feb-26 14:55:26 - [Epoch=1 | Step=5600/83708 | Samples=1792000] loss=5.5462
05-Feb-26 14:55:26 - ---------Epoch 01 | Training samples: 1792000 | Average Loss: 4.5541
05-Feb-26 14:55:28 - [Epoch=1 | Step=5610/83708 | Samples=1795200] loss=1.8050
05-Feb-26 14:55:28 - ---------Epoch 01 | Training samples: 1795200 | Average Loss: 4.5505
05-Feb-26 14:55:31 - [Epoch=1 | Step=5620/83708 | Samples=1798400] loss=4.4750
05-Feb-26 14:55:31 - ---------Epoch 01 | Training samples: 1798400 | Average Loss: 4.5471
05-Feb-26 14:55:34 - [Epoch=1 | Step=5630/83708 | Samples=1801600] loss=1.7959
05-Feb-26 14:55:34 - ---------Epoch 01 | Training samples: 1801600 | Average Loss: 4.5432
05-Feb-26 14:55:36 - [Epoch=1 | Step=5640/83708 | Samples=1804800] loss=4.2677
05-Feb-26 14:55:36 - ---------Epoch 01 | Training samples: 1804800 | Average Loss: 4.5396
05-Feb-26 14:55:39 - [Epoch=1 | Step=5650/83708 | Samples=1808000] loss=1.6484
05-Feb-26 14:55:39 - ---------Epoch 01 | Training samples: 1808000 | Average Loss: 4.5360
05-Feb-26 14:55:41 - [Epoch=1 | Step=5660/83708 | Samples=1811200] loss=4.9263
05-Feb-26 14:55:41 - ---------Epoch 01 | Training samples: 1811200 | Average Loss: 4.5329
05-Feb-26 14:55:43 - [Epoch=1 | Step=5670/83708 | Samples=1814400] loss=1.2902
05-Feb-26 14:55:43 - ---------Epoch 01 | Training samples: 1814400 | Average Loss: 4.5290
05-Feb-26 14:55:45 - [Epoch=1 | Step=5680/83708 | Samples=1817600] loss=5.1398
05-Feb-26 14:55:45 - ---------Epoch 01 | Training samples: 1817600 | Average Loss: 4.5262
05-Feb-26 14:55:47 - [Epoch=1 | Step=5690/83708 | Samples=1820800] loss=1.0286
05-Feb-26 14:55:47 - ---------Epoch 01 | Training samples: 1820800 | Average Loss: 4.5226
05-Feb-26 14:55:49 - [Epoch=1 | Step=5700/83708 | Samples=1824000] loss=5.8188
05-Feb-26 14:55:49 - ---------Epoch 01 | Training samples: 1824000 | Average Loss: 4.5203
05-Feb-26 14:55:51 - [Epoch=1 | Step=5710/83708 | Samples=1827200] loss=1.0213
05-Feb-26 14:55:51 - ---------Epoch 01 | Training samples: 1827200 | Average Loss: 4.5171
05-Feb-26 14:55:54 - [Epoch=1 | Step=5720/83708 | Samples=1830400] loss=5.5213
05-Feb-26 14:55:54 - ---------Epoch 01 | Training samples: 1830400 | Average Loss: 4.5144
05-Feb-26 14:55:56 - [Epoch=1 | Step=5730/83708 | Samples=1833600] loss=0.8527
05-Feb-26 14:55:56 - ---------Epoch 01 | Training samples: 1833600 | Average Loss: 4.5110
05-Feb-26 14:55:58 - [Epoch=1 | Step=5740/83708 | Samples=1836800] loss=4.4446
05-Feb-26 14:55:58 - ---------Epoch 01 | Training samples: 1836800 | Average Loss: 4.5083
05-Feb-26 14:56:02 - [Epoch=1 | Step=5750/83708 | Samples=1840000] loss=1.0361
05-Feb-26 14:56:02 - ---------Epoch 01 | Training samples: 1840000 | Average Loss: 4.5055
05-Feb-26 14:56:04 - [Epoch=1 | Step=5760/83708 | Samples=1843200] loss=6.8552
05-Feb-26 14:56:04 - ---------Epoch 01 | Training samples: 1843200 | Average Loss: 4.5035
05-Feb-26 14:56:07 - [Epoch=1 | Step=5770/83708 | Samples=1846400] loss=0.8280
05-Feb-26 14:56:07 - ---------Epoch 01 | Training samples: 1846400 | Average Loss: 4.5005
05-Feb-26 14:56:09 - [Epoch=1 | Step=5780/83708 | Samples=1849600] loss=7.1625
05-Feb-26 14:56:09 - ---------Epoch 01 | Training samples: 1849600 | Average Loss: 4.4983
05-Feb-26 14:56:11 - [Epoch=1 | Step=5790/83708 | Samples=1852800] loss=1.4970
05-Feb-26 14:56:11 - ---------Epoch 01 | Training samples: 1852800 | Average Loss: 4.4956
05-Feb-26 14:56:13 - [Epoch=1 | Step=5800/83708 | Samples=1856000] loss=7.1144
05-Feb-26 14:56:13 - ---------Epoch 01 | Training samples: 1856000 | Average Loss: 4.4944
05-Feb-26 14:56:15 - [Epoch=1 | Step=5810/83708 | Samples=1859200] loss=1.6037
05-Feb-26 14:56:15 - ---------Epoch 01 | Training samples: 1859200 | Average Loss: 4.4925
05-Feb-26 14:56:17 - [Epoch=1 | Step=5820/83708 | Samples=1862400] loss=7.3260
05-Feb-26 14:56:17 - ---------Epoch 01 | Training samples: 1862400 | Average Loss: 4.4909
05-Feb-26 14:56:20 - [Epoch=1 | Step=5830/83708 | Samples=1865600] loss=1.3969
05-Feb-26 14:56:20 - ---------Epoch 01 | Training samples: 1865600 | Average Loss: 4.4894
05-Feb-26 14:56:22 - [Epoch=1 | Step=5840/83708 | Samples=1868800] loss=8.7617
05-Feb-26 14:56:22 - ---------Epoch 01 | Training samples: 1868800 | Average Loss: 4.4883
05-Feb-26 14:56:24 - [Epoch=1 | Step=5850/83708 | Samples=1872000] loss=1.4022
05-Feb-26 14:56:24 - ---------Epoch 01 | Training samples: 1872000 | Average Loss: 4.4866
05-Feb-26 14:56:26 - [Epoch=1 | Step=5860/83708 | Samples=1875200] loss=7.7670
05-Feb-26 14:56:26 - ---------Epoch 01 | Training samples: 1875200 | Average Loss: 4.4851
05-Feb-26 14:56:28 - [Epoch=1 | Step=5870/83708 | Samples=1878400] loss=1.2696
05-Feb-26 14:56:28 - ---------Epoch 01 | Training samples: 1878400 | Average Loss: 4.4827
05-Feb-26 14:56:31 - [Epoch=1 | Step=5880/83708 | Samples=1881600] loss=7.2435
05-Feb-26 14:56:31 - ---------Epoch 01 | Training samples: 1881600 | Average Loss: 4.4807
05-Feb-26 14:56:34 - [Epoch=1 | Step=5890/83708 | Samples=1884800] loss=1.3577
05-Feb-26 14:56:34 - ---------Epoch 01 | Training samples: 1884800 | Average Loss: 4.4779
05-Feb-26 14:56:36 - [Epoch=1 | Step=5900/83708 | Samples=1888000] loss=6.6840
05-Feb-26 14:56:36 - ---------Epoch 01 | Training samples: 1888000 | Average Loss: 4.4760
05-Feb-26 14:56:38 - [Epoch=1 | Step=5910/83708 | Samples=1891200] loss=1.2289
05-Feb-26 14:56:38 - ---------Epoch 01 | Training samples: 1891200 | Average Loss: 4.4739
05-Feb-26 14:56:41 - [Epoch=1 | Step=5920/83708 | Samples=1894400] loss=13.5393
05-Feb-26 14:56:41 - ---------Epoch 01 | Training samples: 1894400 | Average Loss: 4.4745
05-Feb-26 14:56:43 - [Epoch=1 | Step=5930/83708 | Samples=1897600] loss=1.5064
05-Feb-26 14:56:43 - ---------Epoch 01 | Training samples: 1897600 | Average Loss: 4.4734
05-Feb-26 14:56:45 - [Epoch=1 | Step=5940/83708 | Samples=1900800] loss=9.7987
05-Feb-26 14:56:45 - ---------Epoch 01 | Training samples: 1900800 | Average Loss: 4.4738
05-Feb-26 14:56:47 - [Epoch=1 | Step=5950/83708 | Samples=1904000] loss=1.3400
05-Feb-26 14:56:47 - ---------Epoch 01 | Training samples: 1904000 | Average Loss: 4.4722
05-Feb-26 14:56:49 - [Epoch=1 | Step=5960/83708 | Samples=1907200] loss=10.8088
05-Feb-26 14:56:49 - ---------Epoch 01 | Training samples: 1907200 | Average Loss: 4.4712
05-Feb-26 14:56:51 - [Epoch=1 | Step=5970/83708 | Samples=1910400] loss=1.2773
05-Feb-26 14:56:51 - ---------Epoch 01 | Training samples: 1910400 | Average Loss: 4.4693
05-Feb-26 14:56:53 - [Epoch=1 | Step=5980/83708 | Samples=1913600] loss=9.4449
05-Feb-26 14:56:53 - ---------Epoch 01 | Training samples: 1913600 | Average Loss: 4.4689
05-Feb-26 14:56:55 - [Epoch=1 | Step=5990/83708 | Samples=1916800] loss=1.5866
05-Feb-26 14:56:55 - ---------Epoch 01 | Training samples: 1916800 | Average Loss: 4.4677
05-Feb-26 14:56:58 - [Epoch=1 | Step=6000/83708 | Samples=1920000] loss=7.0910
05-Feb-26 14:56:58 - ---------Epoch 01 | Training samples: 1920000 | Average Loss: 4.4670
05-Feb-26 14:59:50 - ---------Validation | Average Validation: 6.8164
05-Feb-26 14:59:50 - ---------Validation | Overestimation (>3dB): 426
05-Feb-26 14:59:50 - ---------Validation | Underestimation (<-3dB): 355
05-Feb-26 14:59:53 - [Epoch=1 | Step=6010/83708 | Samples=1923200] loss=2.0651
05-Feb-26 14:59:53 - ---------Epoch 01 | Training samples: 1923200 | Average Loss: 4.4656
05-Feb-26 14:59:55 - [Epoch=1 | Step=6020/83708 | Samples=1926400] loss=8.0827
05-Feb-26 14:59:55 - ---------Epoch 01 | Training samples: 1926400 | Average Loss: 4.4649
05-Feb-26 14:59:57 - [Epoch=1 | Step=6030/83708 | Samples=1929600] loss=1.1798
05-Feb-26 14:59:57 - ---------Epoch 01 | Training samples: 1929600 | Average Loss: 4.4628
05-Feb-26 14:59:59 - [Epoch=1 | Step=6040/83708 | Samples=1932800] loss=5.4687
05-Feb-26 14:59:59 - ---------Epoch 01 | Training samples: 1932800 | Average Loss: 4.4615
05-Feb-26 15:00:02 - [Epoch=1 | Step=6050/83708 | Samples=1936000] loss=1.5183
05-Feb-26 15:00:03 - ---------Epoch 01 | Training samples: 1936000 | Average Loss: 4.4595
05-Feb-26 15:00:05 - [Epoch=1 | Step=6060/83708 | Samples=1939200] loss=6.4960
05-Feb-26 15:00:05 - ---------Epoch 01 | Training samples: 1939200 | Average Loss: 4.4584
05-Feb-26 15:00:07 - [Epoch=1 | Step=6070/83708 | Samples=1942400] loss=0.8635
05-Feb-26 15:00:07 - ---------Epoch 01 | Training samples: 1942400 | Average Loss: 4.4558
05-Feb-26 15:00:09 - [Epoch=1 | Step=6080/83708 | Samples=1945600] loss=5.7838
05-Feb-26 15:00:09 - ---------Epoch 01 | Training samples: 1945600 | Average Loss: 4.4539
05-Feb-26 15:00:11 - [Epoch=1 | Step=6090/83708 | Samples=1948800] loss=0.6739
05-Feb-26 15:00:12 - ---------Epoch 01 | Training samples: 1948800 | Average Loss: 4.4515
05-Feb-26 15:00:14 - [Epoch=1 | Step=6100/83708 | Samples=1952000] loss=7.0670
05-Feb-26 15:00:14 - ---------Epoch 01 | Training samples: 1952000 | Average Loss: 4.4495
05-Feb-26 15:00:16 - [Epoch=1 | Step=6110/83708 | Samples=1955200] loss=0.6763
05-Feb-26 15:00:16 - ---------Epoch 01 | Training samples: 1955200 | Average Loss: 4.4469
05-Feb-26 15:00:18 - [Epoch=1 | Step=6120/83708 | Samples=1958400] loss=5.1729
05-Feb-26 15:00:18 - ---------Epoch 01 | Training samples: 1958400 | Average Loss: 4.4452
05-Feb-26 15:00:21 - [Epoch=1 | Step=6130/83708 | Samples=1961600] loss=0.8182
05-Feb-26 15:00:21 - ---------Epoch 01 | Training samples: 1961600 | Average Loss: 4.4432
05-Feb-26 15:00:23 - [Epoch=1 | Step=6140/83708 | Samples=1964800] loss=6.8614
05-Feb-26 15:00:23 - ---------Epoch 01 | Training samples: 1964800 | Average Loss: 4.4418
05-Feb-26 15:00:26 - [Epoch=1 | Step=6150/83708 | Samples=1968000] loss=0.8966
05-Feb-26 15:00:26 - ---------Epoch 01 | Training samples: 1968000 | Average Loss: 4.4395
05-Feb-26 15:00:30 - [Epoch=1 | Step=6160/83708 | Samples=1971200] loss=4.8766
05-Feb-26 15:00:30 - ---------Epoch 01 | Training samples: 1971200 | Average Loss: 4.4377
05-Feb-26 15:00:32 - [Epoch=1 | Step=6170/83708 | Samples=1974400] loss=0.6391
05-Feb-26 15:00:32 - ---------Epoch 01 | Training samples: 1974400 | Average Loss: 4.4349
05-Feb-26 15:00:34 - [Epoch=1 | Step=6180/83708 | Samples=1977600] loss=6.2101
05-Feb-26 15:00:34 - ---------Epoch 01 | Training samples: 1977600 | Average Loss: 4.4327
05-Feb-26 15:00:36 - [Epoch=1 | Step=6190/83708 | Samples=1980800] loss=0.7966
